Time[s]	 Acceleration[g]
0.0	-0.398359947838
0.00018310826276	-0.4026758736
0.000366216525521	-0.280535174534
0.000549324788281	-0.125593439676
0.000732433051041	0.098618903663
0.000915541313802	0.254855416249
0.00109864957656	0.215580491815
0.00128175783932	0.101424255408
0.00146486610208	0.0157531290315
0.00164797436484	-0.0660336641595
0.0018310826276	-0.0479067759588
0.00201419089036	0.058696590364
0.00219729915312	0.147173068486
0.00238040741588	0.228528269101
0.00256351567864	0.230470435694
0.00274662394141	0.0589123866521
0.00292973220417	-0.165731549263
0.00311284046693	-0.312473025173
0.00329594872969	-0.394259818364
0.00347905699245	-0.358006041963
0.00366216525521	-0.232412602287
0.00384527351797	-0.101424255408
0.00402838178073	0.0381959429942
0.00421149004349	0.131635735743
0.00439459830625	0.096460940782
0.00457770656901	0.0192058696412
0.00476081483177	-0.0133793698624
0.00494392309453	-0.0198532585055
0.00512703135729	0.0360379801132
0.00531013962005	0.107466551475
0.00549324788281	0.142641346436
0.00567635614557	0.18536901148
0.00585946440833	0.193569270428
0.00604257267109	0.0729391453788
0.00622568093385	-0.075528700836
0.00640878919661	-0.196158825886
0.00659189745937	-0.304920155089
0.00677500572213	-0.323910228442
0.00695811398489	-0.271040137857
0.00714122224765	-0.209753992036
0.00732433051041	-0.0740181268193
0.00750743877317	0.0876132929698
0.00769054703593	0.112429866102
0.0078736552987	0.0694864047691
0.00805676356146	0.0267587397248
0.00823987182422	-0.0410012947395
0.00842298008698	-0.0422960724682
0.00860608834974	0.0433750539087
0.0087891966125	0.114803625271
0.00897230487526	0.210832973476
0.00915541313802	0.304920155089
0.00933852140078	0.215580491815
0.00952162966354	0.0127319809981
0.0097047379263	-0.17630556738
0.00988784618906	-0.340958135203
0.0100709544518	-0.400733707007
0.0102540627146	-0.304272766225
0.0104371709773	-0.182995252311
0.0106202792401	-0.0403539058752
0.0108033875029	0.111135088373
0.0109864957656	0.10811394034
0.0111696040284	-0.0135951661505
0.0113527122911	-0.100992662832
0.0115358205539	-0.138541216962
0.0117189288167	-0.0919292187318
0.0119020370794	0.0757444971241
0.0120851453422	0.209969788324
0.0122682536049	0.284635304008
0.0124513618677	0.318731117528
0.0126344701305	0.209753992036
0.0128175783932	-0.0179110919125
0.013000686656	-0.195943029597
0.0131837949187	-0.295856710989
0.0133669031815	-0.312688821461
0.0135500114443	-0.220328010153
0.013733119707	-0.135088476352
0.0139162279698	-0.0781182562932
0.0140993362325	-0.0123003884219
0.0142824444953	-0.00712127750739
0.0144655527581	-0.081786793191
0.0146486610208	-0.118040569592
0.0148317692836	-0.106387570035
0.0150148775463	-0.0390591281466
0.0151979858091	0.081786793191
0.0153810940719	0.17177384533
0.0155642023346	0.226154509932
0.0157473105974	0.271687526722
0.0159304188602	0.228959861677
0.0161135271229	0.0863185152411
0.0162966353857	-0.0574018126354
0.0164797436484	-0.195943029597
0.0166628519112	-0.270392748993
0.016845960174	-0.247086749878
0.0170290684367	-0.206085455138
0.0172121766995	-0.144799309317
0.0173952849622	-0.0258955545723
0.017578393225	0.0224428139627
0.0177615014878	-0.0347432023846
0.0179446097505	-0.0958135519177
0.0181277180133	-0.159905049484
0.018310826276	-0.155589123722
0.0184939345388	-0.0239533879794
0.0186770428016	0.127751402557
0.0188601510643	0.238454898354
0.0190432593271	0.358869227115
0.0192263675898	0.345058264676
0.0194094758526	0.160984030925
0.0195925841154	-0.0446698316373
0.0197756923781	-0.216875269543
0.0199588006409	-0.312257228885
0.0201419089036	-0.243634009268
0.0203250171664	-0.122788087931
0.0205081254292	-0.0561070349067
0.0206912336919	0.0202848510817
0.0208743419547	0.0187742770649
0.0210574502174	-0.109840310644
0.0212405584802	-0.225722917356
0.021423666743	-0.253992231097
0.0216067750057	-0.203280103393
0.0217898832685	-0.0172637030482
0.0219729915312	0.18536901148
0.022156099794	0.28204574855
0.0223392080568	0.328010357916
0.0225223163195	0.293267155532
0.0227054245823	0.124298661947
0.022888532845	-0.0552438497543
0.0230716411078	-0.155373327434
0.0232547493706	-0.202201121952
0.0234378576333	-0.147388864774
0.0236209658961	-0.071428571362
0.0238040741588	-0.0673284418881
0.0239871824216	-0.0744497193955
0.0241702906844	-0.0798446265981
0.0243533989471	-0.152352179401
0.0245365072099	-0.220112213865
0.0247196154726	-0.222701769322
0.0249027237354	-0.178463530261
0.0250858319982	-0.0526542942971
0.0252689402609	0.0968925333582
0.0254520485237	0.189253344666
0.0256351567864	0.25593439769
0.0258182650492	0.291324988939
0.026001373312	0.216443676967
0.0261844815747	0.0824341820553
0.0263675898375	-0.0563228311948
0.0265506981003	-0.161631419789
0.026733806363	-0.165515752975
0.0269169146258	-0.110703495797
0.0271000228885	-0.0722917565145
0.0272831311513	-0.0269745360129
0.0274662394141	-0.00453172205016
0.0276493476768	-0.0832973672077
0.0278324559396	-0.192058696412
0.0280155642023	-0.282693137415
0.0281986724651	-0.304704358801
0.0283817807279	-0.17630556738
0.0285648889906	0.0371169615537
0.0287479972534	0.193569270428
0.0289311055161	0.314415191766
0.0291142137789	0.359300819691
0.0292973220417	0.241260250099
0.0294804303044	0.060854553245
0.0296635385672	-0.090202848427
0.0298466468299	-0.189900733531
0.0300297550927	-0.147604661062
0.0302128633555	-0.0103582218289
0.0303959716182	0.0435908501968
0.030579079881	0.0381959429942
